cli_document,recencia,frequencia,monetario,R,F,M,rfm_score,rfm_total,segmento
CLI_BCB4C01F,53,1,237.07,4,1,3,413,8,Skin Bloom
CLI_BCB7C303,75,1,271.35,4,1,4,414,9,Skin Bloom
CLI_BCB7E92E,498,1,265.39,1,1,4,114,6,Skin SOS
CLI_BCB85D2A,57,5,3225.11,4,5,5,455,14,Skin Glow
CLI_BCBB03C6,105,2,295.03999999999996,4,5,4,454,13,Skin Glow
CLI_BCBC0F4B,420,1,128.31,2,1,2,212,5,Skin SOS
CLI_BCBD4EEA,99,1,369.0,4,1,4,414,9,Skin Bloom
CLI_BCBDBA5D,448,1,127.86,1,1,1,111,3,Skin SOS
CLI_BCBE0EA3,8,3,442.38,5,5,5,555,15,Skin Glow
CLI_BCBEB330,497,1,88.9,1,1,1,111,3,Skin SOS
CLI_BCBECA11,403,1,145.15,2,1,2,212,5,Skin SOS
CLI_BCC1D698,444,1,108.96,1,1,1,111,3,Skin SOS
CLI_BCC25FD2,401,1,112.68,2,1,1,211,4,Skin SOS
CLI_BCC26547,261,1,128.65,3,1,2,312,6,Skin Bloom
CLI_BCC3C067,418,1,254.58,2,1,4,214,7,Skin SOS
CLI_BCC43DB4,223,5,637.71,3,5,5,355,13,Skin Glow
CLI_BCC5518E,74,2,412.87,4,5,5,455,14,Skin Glow
CLI_BCC5702B,46,1,83.2,5,1,1,511,7,Skin Bloom
CLI_BCC58B40,326,1,133.33,2,1,2,212,5,Skin SOS
CLI_BCC6DD61,174,1,138.29,3,1,2,312,6,Skin Bloom
CLI_BCC89AC2,212,1,161.04,3,1,2,312,6,Skin Bloom
CLI_BCC8A53B,21,1,118.42,5,1,1,511,7,Skin Bloom
CLI_BCCAB8E7,502,1,251.81,1,1,4,114,6,Skin SOS
CLI_BCCC06AD,293,1,213.7,3,1,3,313,7,Skin Bloom
CLI_BCCD01F5,29,1,219.92,5,1,3,513,9,Skin Bloom
CLI_BCCE230D,74,1,79.94,4,1,1,411,6,Skin Bloom
CLI_BCCE58E3,386,1,139.19,2,1,2,212,5,Skin SOS
CLI_BCD374F7,504,1,102.48,1,1,1,111,3,Skin SOS
CLI_BCDD63F3,160,1,329.9,4,1,4,414,9,Skin Bloom
CLI_BCDE724C,132,1,154.97,4,1,2,412,7,Skin Bloom
CLI_BCDEE208,13,5,471.34,5,5,5,555,15,Skin Glow
CLI_BCE08841,291,1,80.63,3,1,1,311,5,Skin Bloom
CLI_BCE2324F,9,1,309.52,5,1,4,514,10,Skin Bloom
CLI_BCE25BD3,423,1,152.02,2,1,2,212,5,Skin SOS
CLI_BCE29F1C,25,1,168.86,5,1,3,513,9,Skin Bloom
CLI_BCE582B7,527,1,127.88,1,1,1,111,3,Skin SOS
CLI_BCE90FF8,35,1,219.0,5,1,3,513,9,Skin Bloom
CLI_BCE91B0F,334,1,213.85,2,1,3,213,6,Skin SOS
CLI_BCEA7D62,5,2,479.5,5,5,5,555,15,Skin Glow
CLI_BCED92A8,283,1,259.0,3,1,4,314,8,Skin Bloom
CLI_BCEFBF7C,259,1,109.52,3,1,1,311,5,Skin Bloom
CLI_BCF104FF,402,1,236.07,2,1,3,213,6,Skin SOS
CLI_BCF3F30C,94,1,92.47,4,1,1,411,6,Skin Bloom
CLI_BCF56C2D,264,1,215.1,3,1,3,313,7,Skin Bloom
CLI_BCF5E84B,411,1,58.1,2,1,1,211,4,Skin SOS
CLI_BCF74AA7,156,1,155.73,4,1,2,412,7,Skin Bloom
CLI_BCF842CE,421,1,113.7,2,1,1,211,4,Skin SOS
CLI_BCF87AA2,210,1,130.29,3,1,2,312,6,Skin Bloom
CLI_BCF8F8B9,309,1,239.36,2,1,3,213,6,Skin SOS
CLI_BCF93792,212,1,166.75,3,1,3,313,7,Skin Bloom
CLI_BCF94023,126,4,1059.26,4,5,5,455,14,Skin Glow
CLI_BCF95433,453,1,78.87,1,1,1,111,3,Skin SOS
CLI_BCF9E968,502,1,169.84,1,1,3,113,5,Skin SOS
CLI_BCFB0F0B,45,1,141.22,5,1,2,512,8,Skin Bloom
CLI_BCFE205F,185,1,159.9,3,1,2,312,6,Skin Bloom
CLI_BCFE255E,15,1,310.56,5,1,4,514,10,Skin Bloom
CLI_BCFFC1BA,150,3,688.4,4,5,5,455,14,Skin Glow
CLI_BD03EABE,377,1,355.21,2,1,4,214,7,Skin SOS
CLI_BD069136,420,1,76.93,2,1,1,211,4,Skin SOS
CLI_BD072B2A,250,1,1503.25,3,1,5,315,9,Skin Bloom
CLI_BD098F81,43,2,363.03999999999996,5,5,4,554,14,Skin Glow
CLI_BD0A7CAC,442,1,98.61,1,1,1,111,3,Skin SOS
CLI_BD0BB0C5,13,6,4509.57,5,5,5,555,15,Skin Glow
CLI_BD0C955F,12,1,304.58,5,1,4,514,10,Skin Bloom
CLI_BD0CB8AA,404,1,147.04,2,1,2,212,5,Skin SOS
CLI_BD0DB8C5,251,1,265.1,3,1,4,314,8,Skin Bloom
CLI_BD0F13AB,53,1,100.32,4,1,1,411,6,Skin Bloom
CLI_BD0F9188,146,2,461.39,4,5,5,455,14,Skin Glow
CLI_BD0FCB1C,74,2,346.15,4,5,4,454,13,Skin Glow
CLI_BD12E240,187,1,318.24,3,1,4,314,8,Skin Bloom
CLI_BD1436D1,155,1,179.94,4,1,3,413,8,Skin Bloom
CLI_BD167B6F,40,1,125.86,5,1,1,511,7,Skin Bloom
CLI_BD185D8D,419,1,146.34,2,1,2,212,5,Skin SOS
CLI_BD188F71,34,2,338.56,5,5,4,554,14,Skin Glow
CLI_BD1B5100,40,2,345.28,5,5,4,554,14,Skin Glow
CLI_BD1BED70,465,1,134.47,1,1,2,112,4,Skin SOS
CLI_BD1E85FC,258,2,139.73000000000002,3,5,2,352,10,Skin Glow
CLI_BD20C7D0,101,1,148.91,4,1,2,412,7,Skin Bloom
CLI_BD20F6B4,473,1,84.62,1,1,1,111,3,Skin SOS
CLI_BD21EB43,403,1,159.14,2,1,2,212,5,Skin SOS
CLI_BD22A408,473,1,283.92,1,1,4,114,6,Skin SOS
CLI_BD237710,290,1,88.6,3,1,1,311,5,Skin Bloom
CLI_BD2439BB,31,1,149.52,5,1,2,512,8,Skin Bloom
CLI_BD253410,167,1,702.19,3,1,5,315,9,Skin Bloom
CLI_BD29029C,29,1,102.09,5,1,1,511,7,Skin Bloom
CLI_BD296D47,48,1,133.86,5,1,2,512,8,Skin Bloom
CLI_BD29C0C8,35,1,214.5,5,1,3,513,9,Skin Bloom
CLI_BD2BFD1E,138,1,198.9,4,1,3,413,8,Skin Bloom
CLI_BD2D9BC6,53,2,604.3599999999999,4,5,5,455,14,Skin Glow
CLI_BD2DF0E4,442,1,93.85,1,1,1,111,3,Skin SOS
CLI_BD2E4DE6,401,1,264.55,2,1,4,214,7,Skin SOS
CLI_BD324461,128,5,1153.62,4,5,5,455,14,Skin Glow
CLI_BD325255,68,1,84.92,4,1,1,411,6,Skin Bloom
CLI_BD340099,208,3,605.3800000000001,3,5,5,355,13,Skin Glow
CLI_BD34B763,6,1,131.8,5,1,2,512,8,Skin Bloom
CLI_BD3520E6,356,1,159.84,2,1,2,212,5,Skin SOS
CLI_BD3585C4,32,1,97.54,5,1,1,511,7,Skin Bloom
CLI_BD37FCE9,181,1,110.25,3,1,1,311,5,Skin Bloom
CLI_BD3B2FBC,56,1,345.74,4,1,4,414,9,Skin Bloom
CLI_BD3B8EBE,43,1,462.36,5,1,5,515,11,Skin Bloom
CLI_BD3CDB5A,424,1,133.8,2,1,2,212,5,Skin SOS
CLI_BD400568,111,2,437.44,4,5,5,455,14,Skin Glow
CLI_BD409F67,95,1,210.4,4,1,3,413,8,Skin Bloom
CLI_BD435035,157,1,103.65,4,1,1,411,6,Skin Bloom
CLI_BD43D12F,29,1,319.8,5,1,4,514,10,Skin Bloom
CLI_BD43E606,390,1,212.08,2,1,3,213,6,Skin SOS
CLI_BD46D754,281,1,71.17,3,1,1,311,5,Skin Bloom
CLI_BD46F6D5,12,3,663.15,5,5,5,555,15,Skin Glow
CLI_BD4A81A3,529,1,80.6,1,1,1,111,3,Skin SOS
CLI_BD4C3321,156,1,80.93,4,1,1,411,6,Skin Bloom
CLI_BD4D8F41,84,1,159.9,4,1,2,412,7,Skin Bloom
CLI_BD4E8C24,215,2,530.67,3,5,5,355,13,Skin Glow
CLI_BD4FB13F,473,1,121.45,1,1,1,111,3,Skin SOS
CLI_BD5016DA,1,1,115.62,5,1,1,511,7,Skin Bloom
CLI_BD512777,291,1,251.21,3,1,4,314,8,Skin Bloom
CLI_BD52EFBD,498,1,69.93,1,1,1,111,3,Skin SOS
CLI_BD5461C0,32,2,316.62,5,5,4,554,14,Skin Glow
CLI_BD55D0BE,341,1,79.0,2,1,1,211,4,Skin SOS
CLI_BD55DF05,105,1,235.0,4,1,3,413,8,Skin Bloom
CLI_BD58B53A,121,3,805.37,4,5,5,455,14,Skin Glow
CLI_BD59697D,4,2,820.6500000000001,5,5,5,555,15,Skin Glow
CLI_BD5BD3B6,492,1,105.0,1,1,1,111,3,Skin SOS
CLI_BD619A58,213,1,363.55,3,1,4,314,8,Skin Bloom
CLI_BD63F8AA,85,1,143.14,4,1,2,412,7,Skin Bloom
CLI_BD666227,415,1,88.62,2,1,1,211,4,Skin SOS
CLI_BD66917B,453,1,143.65,1,1,2,112,4,Skin SOS
CLI_BD67CCBA,32,2,540.5799999999999,5,5,5,555,15,Skin Glow
CLI_BD6883B2,18,1,133.62,5,1,2,512,8,Skin Bloom
CLI_BD69CC8C,32,1,179.4,5,1,3,513,9,Skin Bloom
CLI_BD6BD98A,109,1,159.85,4,1,2,412,7,Skin Bloom
CLI_BD6C5971,41,2,783.47,5,5,5,555,15,Skin Glow
CLI_BD6EBCF3,48,2,527.64,5,5,5,555,15,Skin Glow
CLI_BD6F1370,227,1,342.81,3,1,4,314,8,Skin Bloom
CLI_BD70A8CF,463,1,429.47,1,1,5,115,7,Skin SOS
CLI_BD71234C,415,1,282.7,2,1,4,214,7,Skin SOS
CLI_BD7407E7,60,4,953.7099999999999,4,5,5,455,14,Skin Glow
CLI_BD75BCAA,498,1,69.93,1,1,1,111,3,Skin SOS
CLI_BD76B0B8,475,1,287.9,1,1,4,114,6,Skin SOS
CLI_BD780814,409,1,248.43,2,1,3,213,6,Skin SOS
CLI_BD7C2774,447,1,231.54,1,1,3,113,5,Skin SOS
CLI_BD811F51,121,1,170.27,4,1,3,413,8,Skin Bloom
CLI_BD81885F,291,1,129.11,3,1,2,312,6,Skin Bloom
CLI_BD81ABF5,351,2,320.5,2,5,4,254,11,Skin Bloom
CLI_BD83E91D,31,3,493.33000000000004,5,5,5,555,15,Skin Glow
CLI_BD852781,12,2,219.97,5,5,3,553,13,Skin Glow
CLI_BD88597B,538,1,239.0,1,1,3,113,5,Skin SOS
CLI_BD8B239E,31,1,178.34,5,1,3,513,9,Skin Bloom
CLI_BD8E45F8,153,1,119.92,4,1,1,411,6,Skin Bloom
CLI_BD8E5572,27,3,1451.23,5,5,5,555,15,Skin Glow
CLI_BD8FBA21,85,1,209.79,4,1,3,413,8,Skin Bloom
CLI_BD906DE8,314,1,143.76,2,1,2,212,5,Skin SOS
CLI_BD916E8B,53,3,721.6,4,5,5,455,14,Skin Glow
CLI_BD9235C6,508,1,152.92,1,1,2,112,4,Skin SOS
CLI_BD94D016,13,2,269.55,5,5,4,554,14,Skin Glow
CLI_BD9531F5,34,1,103.61,5,1,1,511,7,Skin Bloom
CLI_BD9557B9,82,2,424.83000000000004,4,5,5,455,14,Skin Glow
CLI_BD95A723,73,1,617.91,4,1,5,415,10,Skin Bloom
CLI_BD961FFA,30,1,153.42,5,1,2,512,8,Skin Bloom
CLI_BD964A92,330,1,117.6,2,1,1,211,4,Skin SOS
CLI_BD98A684,505,1,215.03,1,1,3,113,5,Skin SOS
CLI_BD99ED74,83,2,602.72,4,5,5,455,14,Skin Glow
CLI_BD9B6ABB,243,1,154.34,3,1,2,312,6,Skin Bloom
CLI_BD9ECB25,250,1,169.84,3,1,3,313,7,Skin Bloom
CLI_BDA179CD,531,1,266.52,1,1,4,114,6,Skin SOS
CLI_BDA1F0EA,228,1,251.1,3,1,4,314,8,Skin Bloom
CLI_BDA36123,440,1,142.47,1,1,2,112,4,Skin SOS
CLI_BDA4063D,413,1,186.04,2,1,3,213,6,Skin SOS
CLI_BDA6675B,402,1,93.03,2,1,1,211,4,Skin SOS
CLI_BDA7FF24,406,1,129.82,2,1,2,212,5,Skin SOS
CLI_BDA81292,177,1,140.81,3,1,2,312,6,Skin Bloom
CLI_BDA92B49,140,1,245.29,4,1,3,413,8,Skin Bloom
CLI_BDA94229,411,1,89.91,2,1,1,211,4,Skin SOS
CLI_BDAA0F8A,49,3,665.82,5,5,5,555,15,Skin Glow
CLI_BDAAB89D,155,1,144.07,4,1,2,412,7,Skin Bloom
CLI_BDAB17EA,47,1,133.86,5,1,2,512,8,Skin Bloom
CLI_BDAB343C,20,1,105.45,5,1,1,511,7,Skin Bloom
CLI_BDAB4172,129,1,158.51,4,1,2,412,7,Skin Bloom
CLI_BDACAED2,545,1,145.57,1,1,2,112,4,Skin SOS
CLI_BDAEEF8C,412,1,199.8,2,1,3,213,6,Skin SOS
CLI_BDB0008A,56,2,296.69,4,5,4,454,13,Skin Glow
CLI_BDB2F0D3,342,1,108.86,2,1,1,211,4,Skin SOS
CLI_BDB7DB6F,202,1,72.79,3,1,1,311,5,Skin Bloom
CLI_BDC15615,513,1,128.86,1,1,2,112,4,Skin SOS
CLI_BDC3E9F0,107,1,256.3,4,1,4,414,9,Skin Bloom
CLI_BDC59815,36,4,1248.2,5,5,5,555,15,Skin Glow
CLI_BDC7AF77,202,2,268.46000000000004,3,5,4,354,12,Skin Glow
CLI_BDCB50F5,496,1,127.64,1,1,1,111,3,Skin SOS
CLI_BDCB7C81,530,1,220.84,1,1,3,113,5,Skin SOS
CLI_BDCC07A1,34,4,624.25,5,5,5,555,15,Skin Glow
CLI_BDCC4F01,319,1,177.87,2,1,3,213,6,Skin SOS
CLI_BDCDDFF1,473,1,174.04,1,1,3,113,5,Skin SOS
CLI_BDCE27D2,281,1,239.82,3,1,3,313,7,Skin Bloom
CLI_BDCF3CB2,43,1,194.48,5,1,3,513,9,Skin Bloom
CLI_BDCF5EEC,341,1,148.5,2,1,2,212,5,Skin SOS
CLI_BDD14CF4,29,1,148.4,5,1,2,512,8,Skin Bloom
CLI_BDD2E45E,32,1,195.08,5,1,3,513,9,Skin Bloom
CLI_BDD3D921,47,1,166.13,5,1,3,513,9,Skin Bloom
CLI_BDD44471,198,2,296.25,3,5,4,354,12,Skin Glow
CLI_BDD68F63,12,2,828.59,5,5,5,555,15,Skin Glow
CLI_BDD68FB0,348,1,138.6,2,1,2,212,5,Skin SOS
CLI_BDD6E45B,7,1,605.85,5,1,5,515,11,Skin Bloom
CLI_BDD7045C,149,1,215.92,4,1,3,413,8,Skin Bloom
CLI_BDD7DCFB,35,1,372.0,5,1,4,514,10,Skin Bloom
CLI_BDDA611D,202,1,283.08,3,1,4,314,8,Skin Bloom
CLI_BDDBE294,167,2,616.4000000000001,3,5,5,355,13,Skin Glow
CLI_BDDBF0BA,33,4,1235.79,5,5,5,555,15,Skin Glow
CLI_BDDCED9C,461,1,199.8,1,1,3,113,5,Skin SOS
CLI_BDDF0517,153,1,135.01,4,1,2,412,7,Skin Bloom
CLI_BDDFDF57,181,1,510.22,3,1,5,315,9,Skin Bloom
CLI_BDE18472,167,1,291.8,3,1,4,314,8,Skin Bloom
CLI_BDE1A83B,130,1,83.54,4,1,1,411,6,Skin Bloom
CLI_BDE44811,81,3,704.53,4,5,5,455,14,Skin Glow
CLI_BDE449DB,420,1,76.93,2,1,1,211,4,Skin SOS
CLI_BDE65DBC,299,1,127.89,3,1,2,312,6,Skin Bloom
CLI_BDE6C7C0,32,1,62.02,5,1,1,511,7,Skin Bloom
CLI_BDE71B67,250,1,248.47,3,1,3,313,7,Skin Bloom
CLI_BDE77853,31,1,60.74,5,1,1,511,7,Skin Bloom
CLI_BDE7B8C9,244,1,152.91,3,1,2,312,6,Skin Bloom
CLI_BDEA85F8,404,2,166.28,2,5,3,253,10,Skin Bloom
CLI_BDEA8FD0,498,1,139.86,1,1,2,112,4,Skin SOS
CLI_BDEAA213,521,1,165.85,1,1,3,113,5,Skin SOS
CLI_BDEB70E6,291,1,166.18,3,1,3,313,7,Skin Bloom
CLI_BDEC8FA9,334,1,128.19,2,1,2,212,5,Skin SOS
CLI_BDEEEEEF,504,1,78.04,1,1,1,111,3,Skin SOS
CLI_BDF0725C,30,1,823.5,5,1,5,515,11,Skin Bloom
CLI_BDF074BF,36,3,2054.93,5,5,5,555,15,Skin Glow
CLI_BDF177B0,528,1,208.51,1,1,3,113,5,Skin SOS
CLI_BDF4611B,56,1,269.1,4,1,4,414,9,Skin Bloom
CLI_BDF51313,250,1,159.84,3,1,2,312,6,Skin Bloom
CLI_BDF5E534,174,1,383.76,3,1,4,314,8,Skin Bloom
CLI_BDF62B23,408,1,202.42,2,1,3,213,6,Skin SOS
CLI_BDF78A22,74,1,332.15,4,1,4,414,9,Skin Bloom
CLI_BDFADB0C,291,1,197.93,3,1,3,313,7,Skin Bloom
CLI_BDFB0F16,138,1,107.8,4,1,1,411,6,Skin Bloom
CLI_BDFB57E7,32,1,58.92,5,1,1,511,7,Skin Bloom
CLI_BDFD3E31,142,1,60.69,4,1,1,411,6,Skin Bloom
CLI_BDFD43C3,255,1,242.52,3,1,3,313,7,Skin Bloom
CLI_BDFD86BC,33,1,276.62,5,1,4,514,10,Skin Bloom
CLI_BDFD8882,459,1,243.18,1,1,3,113,5,Skin SOS
CLI_BDFF4368,86,1,112.64,4,1,1,411,6,Skin Bloom
CLI_BDFF5AD1,498,1,69.93,1,1,1,111,3,Skin SOS
CLI_BDFF8607,38,1,134.86,5,1,2,512,8,Skin Bloom
CLI_BE00B10A,31,1,138.36,5,1,2,512,8,Skin Bloom
CLI_BE01B44F,389,1,205.97,2,1,3,213,6,Skin SOS
CLI_BE01E1FD,355,1,278.74,2,1,4,214,7,Skin SOS
CLI_BE022377,50,2,524.53,5,5,5,555,15,Skin Glow
CLI_BE0241B0,378,1,105.52,2,1,1,211,4,Skin SOS
CLI_BE02D997,326,1,239.0,2,1,3,213,6,Skin SOS
CLI_BE04B24E,439,2,305.44,1,5,4,154,10,Skin Bloom
CLI_BE06F43F,399,1,129.08,2,1,2,212,5,Skin SOS
CLI_BE0947A2,123,2,185.35000000000002,4,5,3,453,12,Skin Glow
CLI_BE0DAC76,114,1,146.29,4,1,2,412,7,Skin Bloom
CLI_BE0DD259,469,1,139.27,1,1,2,112,4,Skin SOS
CLI_BE108787,400,1,169.91,2,1,3,213,6,Skin SOS
CLI_BE10DA0E,383,1,109.9,2,1,1,211,4,Skin SOS
CLI_BE113C6E,38,1,197.61,5,1,3,513,9,Skin Bloom
CLI_BE11B09A,401,1,121.13,2,1,1,211,4,Skin SOS
CLI_BE15352F,223,2,533.31,3,5,5,355,13,Skin Glow
CLI_BE155AA5,531,1,158.55,1,1,2,112,4,Skin SOS
CLI_BE158031,421,2,362.42,2,5,4,254,11,Skin Bloom
CLI_BE18EAA9,105,2,451.79,4,5,5,455,14,Skin Glow
CLI_BE1B99D7,95,1,154.85,4,1,2,412,7,Skin Bloom
CLI_BE1ED9F9,106,1,131.56,4,1,2,412,7,Skin Bloom
CLI_BE20A1F5,498,1,155.67,1,1,2,112,4,Skin SOS
CLI_BE210A05,107,2,1408.56,4,5,5,455,14,Skin Glow
CLI_BE2115AC,308,1,128.33,2,1,2,212,5,Skin SOS
CLI_BE21C9E4,314,1,220.15,2,1,3,213,6,Skin SOS
CLI_BE22EADA,336,1,134.1,2,1,2,212,5,Skin SOS
CLI_BE235796,129,1,171.2,4,1,3,413,8,Skin Bloom
CLI_BE2406E9,274,1,111.89,3,1,1,311,5,Skin Bloom
CLI_BE24BF94,498,1,69.93,1,1,1,111,3,Skin SOS
CLI_BE251903,364,1,329.57,2,1,4,214,7,Skin SOS
CLI_BE2551E0,40,5,1240.96,5,5,5,555,15,Skin Glow
CLI_BE268DD5,309,2,367.84,2,5,4,254,11,Skin Bloom
CLI_BE287081,145,1,213.78,4,1,3,413,8,Skin Bloom
CLI_BE2ACAF1,83,1,212.24,4,1,3,413,8,Skin Bloom
CLI_BE2B3E39,35,1,199.72,5,1,3,513,9,Skin Bloom
CLI_BE2EF72B,128,2,734.66,4,5,5,455,14,Skin Glow
CLI_BE2F0BA9,155,1,136.09,4,1,2,412,7,Skin Bloom
CLI_BE2FB4DD,401,2,466.2,2,5,5,255,12,Skin Bloom
CLI_BE3124EC,19,1,507.24,5,1,5,515,11,Skin Bloom
CLI_BE32C42B,315,2,359.03999999999996,2,5,4,254,11,Skin Bloom
CLI_BE395369,111,1,69.34,4,1,1,411,6,Skin Bloom
CLI_BE3B3F8A,450,1,134.11,1,1,2,112,4,Skin SOS
CLI_BE3B41D6,271,1,128.93,3,1,2,312,6,Skin Bloom
CLI_BE3C0CEE,174,1,137.39,3,1,2,312,6,Skin Bloom
CLI_BE3D0322,478,1,158.73,1,1,2,112,4,Skin SOS
CLI_BE3FD560,291,1,125.57,3,1,1,311,5,Skin Bloom
CLI_BE4016E8,260,1,255.0,3,1,4,314,8,Skin Bloom
CLI_BE402B78,498,1,139.86,1,1,2,112,4,Skin SOS
CLI_BE404CEB,33,3,1462.29,5,5,5,555,15,Skin Glow
CLI_BE42BDB5,33,2,360.45,5,5,4,554,14,Skin Glow
CLI_BE43E853,474,1,228.98,1,1,3,113,5,Skin SOS
CLI_BE448889,47,2,687.56,5,5,5,555,15,Skin Glow
CLI_BE45D288,91,1,224.87,4,1,3,413,8,Skin Bloom
CLI_BE48415B,502,1,135.29,1,1,2,112,4,Skin SOS
CLI_BE496287,32,3,680.66,5,5,5,555,15,Skin Glow
CLI_BE4A3B5F,54,4,1240.32,4,5,5,455,14,Skin Glow
CLI_BE4F0EAC,287,2,436.02,3,5,5,355,13,Skin Glow
CLI_BE528767,249,1,118.15,3,1,1,311,5,Skin Bloom
CLI_BE55445D,298,2,299.26,3,5,4,354,12,Skin Glow
CLI_BE572826,466,2,238.32,1,5,3,153,9,Skin Bloom
CLI_BE57A61D,383,1,137.71,2,1,2,212,5,Skin SOS
CLI_BE59F457,402,1,514.66,2,1,5,215,8,Skin SOS
CLI_BE5BFEF7,401,1,261.7,2,1,4,214,7,Skin SOS
CLI_BE5D5548,40,1,232.64,5,1,3,513,9,Skin Bloom
CLI_BE5D62B7,461,1,244.0,1,1,3,113,5,Skin SOS
CLI_BE5F3D42,74,1,76.11,4,1,1,411,6,Skin Bloom
CLI_BE604971,80,1,280.62,4,1,4,414,9,Skin Bloom
CLI_BE62351A,417,1,181.86,2,1,3,213,6,Skin SOS
CLI_BE62B6CA,146,1,125.1,4,1,1,411,6,Skin Bloom
CLI_BE635575,33,1,308.79,5,1,4,514,10,Skin Bloom
CLI_BE642C57,218,1,154.91,3,1,2,312,6,Skin Bloom
CLI_BE6459E9,265,2,427.01,3,5,5,355,13,Skin Glow
CLI_BE67DF47,72,1,159.9,4,1,2,412,7,Skin Bloom
CLI_BE68536F,174,1,262.57,3,1,4,314,8,Skin Bloom
CLI_BE69784A,291,1,287.07,3,1,4,314,8,Skin Bloom
CLI_BE6EC60B,14,4,536.99,5,5,5,555,15,Skin Glow
CLI_BE6F44CC,118,3,1190.1,4,5,5,455,14,Skin Glow
CLI_BE6F6386,101,1,79.61,4,1,1,411,6,Skin Bloom
CLI_BE702B25,326,1,79.92,2,1,1,211,4,Skin SOS
CLI_BE70786A,42,1,228.4,5,1,3,513,9,Skin Bloom
CLI_BE715413,1,1,115.43,5,1,1,511,7,Skin Bloom
CLI_BE7344B8,304,1,102.34,3,1,1,311,5,Skin Bloom
CLI_BE73C8F9,461,1,208.82,1,1,3,113,5,Skin SOS
CLI_BE759917,258,1,128.62,3,1,2,312,6,Skin Bloom
CLI_BE766D18,32,5,639.6800000000001,5,5,5,555,15,Skin Glow
CLI_BE7C7414,70,1,129.96,4,1,2,412,7,Skin Bloom
CLI_BE7D9286,471,1,184.8,1,1,3,113,5,Skin SOS
CLI_BE7DABA5,30,1,69.92,5,1,1,511,7,Skin Bloom
CLI_BE7E0BD9,285,1,158.6,3,1,2,312,6,Skin Bloom
CLI_BE8035AF,34,2,743.25,5,5,5,555,15,Skin Glow
CLI_BE8410D4,111,2,437.6,4,5,5,455,14,Skin Glow
CLI_BE84F3E3,167,2,412.84000000000003,3,5,5,355,13,Skin Glow
CLI_BE86006C,469,1,203.07,1,1,3,113,5,Skin SOS
CLI_BE865608,193,1,267.92,3,1,4,314,8,Skin Bloom
CLI_BE86667E,269,2,676.26,3,5,5,355,13,Skin Glow
CLI_BE868738,235,1,118.23,3,1,1,311,5,Skin Bloom
CLI_BE86B279,466,1,215.9,1,1,3,113,5,Skin SOS
CLI_BE86BB3E,32,1,107.02,5,1,1,511,7,Skin Bloom
CLI_BE86CC98,43,4,522.74,5,5,5,555,15,Skin Glow
CLI_BE8760C9,54,3,1063.63,4,5,5,455,14,Skin Glow
CLI_BE888321,46,1,133.86,5,1,2,512,8,Skin Bloom
CLI_BE888941,453,1,119.18,1,1,1,111,3,Skin SOS
CLI_BE8A9D3F,401,1,123.22,2,1,1,211,4,Skin SOS
CLI_BE8AD1FC,401,1,75.13,2,1,1,211,4,Skin SOS
CLI_BE8DBAA8,32,1,304.41,5,1,4,514,10,Skin Bloom
CLI_BE8E2379,483,1,68.11,1,1,1,111,3,Skin SOS
CLI_BE902338,532,1,261.63,1,1,4,114,6,Skin SOS
CLI_BE91CBB0,129,1,150.14,4,1,2,412,7,Skin Bloom
CLI_BE94C053,12,2,585.0600000000001,5,5,5,555,15,Skin Glow
CLI_BE951D4B,360,1,110.52,2,1,1,211,4,Skin SOS
CLI_BE959ED0,17,1,398.31,5,1,4,514,10,Skin Bloom
CLI_BE9A9E72,250,1,138.92,3,1,2,312,6,Skin Bloom
CLI_BE9B1E01,27,1,211.34,5,1,3,513,9,Skin Bloom
CLI_BE9CEAAD,385,1,259.0,2,1,4,214,7,Skin SOS
CLI_BE9D072C,173,4,617.16,3,5,5,355,13,Skin Glow
CLI_BE9D308C,130,1,79.61,4,1,1,411,6,Skin Bloom
CLI_BE9DE016,189,1,165.0,3,1,3,313,7,Skin Bloom
CLI_BEA07EF5,403,2,344.46,2,5,4,254,11,Skin Bloom
CLI_BEA39885,246,1,210.32,3,1,3,313,7,Skin Bloom
CLI_BEA55078,419,1,169.84,2,1,3,213,6,Skin SOS
CLI_BEA62766,401,1,185.6,2,1,3,213,6,Skin SOS
CLI_BEA6D283,349,2,645.36,2,5,5,255,12,Skin Bloom
CLI_BEA7D9DA,514,1,145.97,1,1,2,112,4,Skin SOS
CLI_BEA83128,258,1,209.79,3,1,3,313,7,Skin Bloom
CLI_BEA9852E,362,1,964.42,2,1,5,215,8,Skin SOS
CLI_BEA9D800,147,1,148.91,4,1,2,412,7,Skin Bloom
CLI_BEADBFAF,101,1,140.4,4,1,2,412,7,Skin Bloom
CLI_BEAE9655,107,1,86.92,4,1,1,411,6,Skin Bloom
CLI_BEAEED08,187,1,231.2,3,1,3,313,7,Skin Bloom
CLI_BEAF1AE7,494,1,158.37,1,1,2,112,4,Skin SOS
CLI_BEAF84EC,242,1,156.42,3,1,2,312,6,Skin Bloom
CLI_BEB4B01B,19,2,256.89,5,5,4,554,14,Skin Glow
CLI_BEB59897,161,2,212.42000000000002,4,5,3,453,12,Skin Glow
CLI_BEB97FEF,244,1,299.8,3,1,4,314,8,Skin Bloom
CLI_BEC01C8D,52,2,269.28,5,5,4,554,14,Skin Glow
